id,meas_time,condition
992e465,1990-07-15 08:22:00,Sleep stage W
992e465,1990-07-15 08:22:30,Sleep stage W
992e465,1990-07-15 08:23:00,Sleep stage W
992e465,1990-07-15 08:23:30,Sleep stage W
992e465,1990-07-15 08:24:00,Sleep stage W
992e465,1990-07-15 08:24:30,Sleep stage W
992e465,1990-07-15 08:25:00,Sleep stage W
992e465,1990-07-15 08:25:30,Sleep stage W
992e465,1990-07-15 08:26:00,Sleep stage W
992e465,1990-07-15 08:26:30,Sleep stage W
992e465,1990-07-15 08:27:00,Sleep stage W
992e465,1990-07-15 08:27:30,Sleep stage W
992e465,1990-07-15 08:28:00,Sleep stage W
992e465,1990-07-15 08:28:30,Sleep stage W
992e465,1990-07-15 08:29:00,Sleep stage W
992e465,1990-07-15 08:29:30,Sleep stage W
992e465,1990-07-15 08:30:00,Sleep stage W
992e465,1990-07-15 08:30:30,Sleep stage W
992e465,1990-07-15 08:31:00,Sleep stage W
992e465,1990-07-15 08:31:30,Sleep stage W
992e465,1990-07-15 08:32:00,Sleep stage W
992e465,1990-07-15 08:32:30,Sleep stage W
992e465,1990-07-15 08:33:00,Sleep stage W
992e465,1990-07-15 08:33:30,Sleep stage W
992e465,1990-07-15 08:34:00,Sleep stage W
992e465,1990-07-15 08:34:30,Sleep stage W
992e465,1990-07-15 08:35:00,Sleep stage W
992e465,1990-07-15 08:35:30,Sleep stage W
992e465,1990-07-15 08:36:00,Sleep stage W
992e465,1990-07-15 08:36:30,Sleep stage W
992e465,1990-07-15 08:37:00,Sleep stage W
992e465,1990-07-15 08:37:30,Sleep stage W
992e465,1990-07-15 08:38:00,Sleep stage W
992e465,1990-07-15 08:38:30,Sleep stage W
992e465,1990-07-15 08:39:00,Sleep stage W
992e465,1990-07-15 08:39:30,Sleep stage W
992e465,1990-07-15 08:40:00,Sleep stage W
992e465,1990-07-15 08:40:30,Sleep stage W
992e465,1990-07-15 08:41:00,Sleep stage W
992e465,1990-07-15 08:41:30,Sleep stage W
992e465,1990-07-15 08:42:00,Sleep stage W
992e465,1990-07-15 08:42:30,Sleep stage W
992e465,1990-07-15 08:43:00,Sleep stage W
992e465,1990-07-15 08:43:30,Sleep stage W
992e465,1990-07-15 08:44:00,Sleep stage W
992e465,1990-07-15 08:44:30,Sleep stage W
992e465,1990-07-15 08:45:00,Sleep stage W
992e465,1990-07-15 08:45:30,Sleep stage W
992e465,1990-07-15 08:46:00,Sleep stage W
992e465,1990-07-15 08:46:30,Sleep stage W
992e465,1990-07-15 08:47:00,Sleep stage W
992e465,1990-07-15 08:47:30,Sleep stage W
992e465,1990-07-15 08:48:00,Sleep stage W
992e465,1990-07-15 08:48:30,Sleep stage W
992e465,1990-07-15 08:49:00,Sleep stage W
992e465,1990-07-15 08:49:30,Sleep stage W
992e465,1990-07-15 08:50:00,Sleep stage W
992e465,1990-07-15 08:50:30,Sleep stage W
992e465,1990-07-15 08:51:00,Sleep stage W
992e465,1990-07-15 08:51:30,Sleep stage W
992e465,1990-07-15 08:52:00,Sleep stage W
992e465,1990-07-15 08:52:30,Sleep stage W
992e465,1990-07-15 08:53:00,Sleep stage W
992e465,1990-07-15 08:53:30,Sleep stage W
992e465,1990-07-15 08:54:00,Sleep stage W
992e465,1990-07-15 08:54:30,Sleep stage W
992e465,1990-07-15 08:55:00,Sleep stage W
992e465,1990-07-15 08:55:30,Sleep stage W
992e465,1990-07-15 08:56:00,Sleep stage W
992e465,1990-07-15 08:56:30,Sleep stage W
992e465,1990-07-15 08:57:00,Sleep stage W
992e465,1990-07-15 08:57:30,Sleep stage W
992e465,1990-07-15 08:58:00,Sleep stage W
992e465,1990-07-15 08:58:30,Sleep stage W
992e465,1990-07-15 08:59:00,Sleep stage W
992e465,1990-07-15 08:59:30,Sleep stage W
992e465,1990-07-15 09:00:00,Sleep stage W
992e465,1990-07-15 09:00:30,Sleep stage W
992e465,1990-07-15 09:01:00,Sleep stage W
992e465,1990-07-15 09:01:30,Sleep stage W
992e465,1990-07-15 09:02:00,Sleep stage W
992e465,1990-07-15 09:02:30,Sleep stage W
992e465,1990-07-15 09:03:00,Sleep stage W
992e465,1990-07-15 09:03:30,Sleep stage W
992e465,1990-07-15 09:04:00,Sleep stage W
992e465,1990-07-15 09:04:30,Sleep stage W
992e465,1990-07-15 09:05:00,Sleep stage W
992e465,1990-07-15 09:05:30,Sleep stage W
992e465,1990-07-15 09:06:00,Sleep stage W
992e465,1990-07-15 09:06:30,Sleep stage W
992e465,1990-07-15 09:07:00,Sleep stage W
992e465,1990-07-15 09:07:30,Sleep stage W
992e465,1990-07-15 09:08:00,Sleep stage W
992e465,1990-07-15 09:08:30,Sleep stage W
992e465,1990-07-15 09:09:00,Sleep stage W
992e465,1990-07-15 09:09:30,Sleep stage W
992e465,1990-07-15 09:10:00,Sleep stage W
992e465,1990-07-15 09:10:30,Sleep stage W
992e465,1990-07-15 09:11:00,Sleep stage W
992e465,1990-07-15 09:11:30,Sleep stage W
992e465,1990-07-15 09:12:00,Sleep stage W
992e465,1990-07-15 09:12:30,Sleep stage W
992e465,1990-07-15 09:13:00,Sleep stage W
992e465,1990-07-15 09:13:30,Sleep stage W
992e465,1990-07-15 09:14:00,Sleep stage W
992e465,1990-07-15 09:14:30,Sleep stage W
992e465,1990-07-15 09:15:00,Sleep stage W
992e465,1990-07-15 09:15:30,Sleep stage W
992e465,1990-07-15 09:16:00,Sleep stage W
992e465,1990-07-15 09:16:30,Sleep stage W
992e465,1990-07-15 09:17:00,Sleep stage W
992e465,1990-07-15 09:17:30,Sleep stage W
992e465,1990-07-15 09:18:00,Sleep stage W
992e465,1990-07-15 09:18:30,Sleep stage W
992e465,1990-07-15 09:19:00,Sleep stage W
992e465,1990-07-15 09:19:30,Sleep stage W
992e465,1990-07-15 09:20:00,Sleep stage W
992e465,1990-07-15 09:20:30,Sleep stage W
992e465,1990-07-15 09:21:00,Sleep stage W
992e465,1990-07-15 09:21:30,Sleep stage W
992e465,1990-07-15 09:22:00,Sleep stage W
992e465,1990-07-15 09:22:30,Sleep stage W
992e465,1990-07-15 09:23:00,Sleep stage W
992e465,1990-07-15 09:23:30,Sleep stage W
992e465,1990-07-15 09:24:00,Sleep stage W
992e465,1990-07-15 09:24:30,Sleep stage W
992e465,1990-07-15 09:25:00,Sleep stage W
992e465,1990-07-15 09:25:30,Sleep stage W
992e465,1990-07-15 09:26:00,Sleep stage W
992e465,1990-07-15 09:26:30,Sleep stage W
992e465,1990-07-15 09:27:00,Sleep stage W
992e465,1990-07-15 09:27:30,Sleep stage W
992e465,1990-07-15 09:28:00,Sleep stage W
992e465,1990-07-15 09:28:30,Sleep stage W
992e465,1990-07-15 09:29:00,Sleep stage W
992e465,1990-07-15 09:29:30,Sleep stage W
992e465,1990-07-15 09:30:00,Sleep stage W
992e465,1990-07-15 09:30:30,Sleep stage W
992e465,1990-07-15 09:31:00,Sleep stage W
992e465,1990-07-15 09:31:30,Sleep stage W
992e465,1990-07-15 09:32:00,Sleep stage W
992e465,1990-07-15 09:32:30,Sleep stage W
992e465,1990-07-15 09:33:00,Sleep stage W
992e465,1990-07-15 09:33:30,Sleep stage W
992e465,1990-07-15 09:34:00,Sleep stage W
992e465,1990-07-15 09:34:30,Sleep stage W
992e465,1990-07-15 09:35:00,Sleep stage W
992e465,1990-07-15 09:35:30,Sleep stage W
992e465,1990-07-15 09:36:00,Sleep stage W
992e465,1990-07-15 09:36:30,Sleep stage W
992e465,1990-07-15 09:37:00,Sleep stage W
992e465,1990-07-15 09:37:30,Sleep stage W
992e465,1990-07-15 09:38:00,Sleep stage W
992e465,1990-07-15 09:38:30,Sleep stage W
992e465,1990-07-15 09:39:00,Sleep stage W
992e465,1990-07-15 09:39:30,Sleep stage W
992e465,1990-07-15 09:40:00,Sleep stage W
992e465,1990-07-15 09:40:30,Sleep stage W
992e465,1990-07-15 09:41:00,Sleep stage W
992e465,1990-07-15 09:41:30,Sleep stage W
992e465,1990-07-15 09:42:00,Sleep stage W
992e465,1990-07-15 09:42:30,Sleep stage W
992e465,1990-07-15 09:43:00,Sleep stage W
992e465,1990-07-15 09:43:30,Sleep stage W
992e465,1990-07-15 09:44:00,Sleep stage W
992e465,1990-07-15 09:44:30,Sleep stage W
992e465,1990-07-15 09:45:00,Sleep stage W
992e465,1990-07-15 09:45:30,Sleep stage W
992e465,1990-07-15 09:46:00,Sleep stage W
992e465,1990-07-15 09:46:30,Sleep stage W
992e465,1990-07-15 09:47:00,Sleep stage W
992e465,1990-07-15 09:47:30,Sleep stage W
992e465,1990-07-15 09:48:00,Sleep stage W
992e465,1990-07-15 09:48:30,Sleep stage W
992e465,1990-07-15 09:49:00,Sleep stage W
992e465,1990-07-15 09:49:30,Sleep stage W
992e465,1990-07-15 09:50:00,Sleep stage W
992e465,1990-07-15 09:50:30,Sleep stage W
992e465,1990-07-15 09:51:00,Sleep stage W
992e465,1990-07-15 09:51:30,Sleep stage W
992e465,1990-07-15 09:52:00,Sleep stage W
992e465,1990-07-15 09:52:30,Sleep stage W
992e465,1990-07-15 09:53:00,Sleep stage W
992e465,1990-07-15 09:53:30,Sleep stage W
992e465,1990-07-15 09:54:00,Sleep stage W
992e465,1990-07-15 09:54:30,Sleep stage W
992e465,1990-07-15 09:55:00,Sleep stage W
992e465,1990-07-15 09:55:30,Sleep stage W
992e465,1990-07-15 09:56:00,Sleep stage W
992e465,1990-07-15 09:56:30,Sleep stage W
992e465,1990-07-15 09:57:00,Sleep stage W
992e465,1990-07-15 09:57:30,Sleep stage W
992e465,1990-07-15 09:58:00,Sleep stage W
992e465,1990-07-15 09:58:30,Sleep stage W
992e465,1990-07-15 09:59:00,Sleep stage W
992e465,1990-07-15 09:59:30,Sleep stage W
992e465,1990-07-15 10:00:00,Sleep stage W
992e465,1990-07-15 10:00:30,Sleep stage W
992e465,1990-07-15 10:01:00,Sleep stage W
992e465,1990-07-15 10:01:30,Sleep stage W
992e465,1990-07-15 10:02:00,Sleep stage W
992e465,1990-07-15 10:02:30,Sleep stage W
992e465,1990-07-15 10:03:00,Sleep stage W
992e465,1990-07-15 10:03:30,Sleep stage W
992e465,1990-07-15 10:04:00,Sleep stage W
992e465,1990-07-15 10:04:30,Sleep stage W
992e465,1990-07-15 10:05:00,Sleep stage W
992e465,1990-07-15 10:05:30,Sleep stage W
992e465,1990-07-15 10:06:00,Sleep stage W
992e465,1990-07-15 10:06:30,Sleep stage W
992e465,1990-07-15 10:07:00,Sleep stage W
992e465,1990-07-15 10:07:30,Sleep stage W
992e465,1990-07-15 10:08:00,Sleep stage W
992e465,1990-07-15 10:08:30,Sleep stage W
992e465,1990-07-15 10:09:00,Sleep stage W
992e465,1990-07-15 10:09:30,Sleep stage W
992e465,1990-07-15 10:10:00,Sleep stage W
992e465,1990-07-15 10:10:30,Sleep stage W
992e465,1990-07-15 10:11:00,Sleep stage W
992e465,1990-07-15 10:11:30,Sleep stage W
992e465,1990-07-15 10:12:00,Sleep stage W
992e465,1990-07-15 10:12:30,Sleep stage W
992e465,1990-07-15 10:13:00,Sleep stage W
992e465,1990-07-15 10:13:30,Sleep stage W
992e465,1990-07-15 10:14:00,Sleep stage W
992e465,1990-07-15 10:14:30,Sleep stage W
992e465,1990-07-15 10:15:00,Sleep stage W
992e465,1990-07-15 10:15:30,Sleep stage W
992e465,1990-07-15 10:16:00,Sleep stage W
992e465,1990-07-15 10:16:30,Sleep stage W
992e465,1990-07-15 10:17:00,Sleep stage W
992e465,1990-07-15 10:17:30,Sleep stage W
992e465,1990-07-15 10:18:00,Sleep stage W
992e465,1990-07-15 10:18:30,Sleep stage W
992e465,1990-07-15 10:19:00,Sleep stage W
992e465,1990-07-15 10:19:30,Sleep stage W
992e465,1990-07-15 10:20:00,Sleep stage W
992e465,1990-07-15 10:20:30,Sleep stage W
992e465,1990-07-15 10:21:00,Sleep stage W
992e465,1990-07-15 10:21:30,Sleep stage W
992e465,1990-07-15 10:22:00,Sleep stage W
992e465,1990-07-15 10:22:30,Sleep stage W
992e465,1990-07-15 10:23:00,Sleep stage W
992e465,1990-07-15 10:23:30,Sleep stage W
992e465,1990-07-15 10:24:00,Sleep stage W
992e465,1990-07-15 10:24:30,Sleep stage W
992e465,1990-07-15 10:25:00,Sleep stage W
992e465,1990-07-15 10:25:30,Sleep stage W
992e465,1990-07-15 10:26:00,Sleep stage W
992e465,1990-07-15 10:26:30,Sleep stage W
992e465,1990-07-15 10:27:00,Sleep stage W
992e465,1990-07-15 10:27:30,Sleep stage W
992e465,1990-07-15 10:28:00,Sleep stage W
992e465,1990-07-15 10:28:30,Sleep stage W
992e465,1990-07-15 10:29:00,Sleep stage W
992e465,1990-07-15 10:29:30,Sleep stage W
992e465,1990-07-15 10:30:00,Sleep stage W
992e465,1990-07-15 10:30:30,Sleep stage W
992e465,1990-07-15 10:31:00,Sleep stage W
992e465,1990-07-15 10:31:30,Sleep stage W
992e465,1990-07-15 10:32:00,Sleep stage W
992e465,1990-07-15 10:32:30,Sleep stage W
992e465,1990-07-15 10:33:00,Sleep stage W
992e465,1990-07-15 10:33:30,Sleep stage W
992e465,1990-07-15 10:34:00,Sleep stage W
992e465,1990-07-15 10:34:30,Sleep stage W
992e465,1990-07-15 10:35:00,Sleep stage W
992e465,1990-07-15 10:35:30,Sleep stage W
992e465,1990-07-15 10:36:00,Sleep stage W
992e465,1990-07-15 10:36:30,Sleep stage W
992e465,1990-07-15 10:37:00,Sleep stage W
992e465,1990-07-15 10:37:30,Sleep stage W
992e465,1990-07-15 10:38:00,Sleep stage W
992e465,1990-07-15 10:38:30,Sleep stage W
992e465,1990-07-15 10:39:00,Sleep stage W
992e465,1990-07-15 10:39:30,Sleep stage W
992e465,1990-07-15 10:40:00,Sleep stage W
992e465,1990-07-15 10:40:30,Sleep stage W
992e465,1990-07-15 10:41:00,Sleep stage W
992e465,1990-07-15 10:41:30,Sleep stage W
992e465,1990-07-15 10:42:00,Sleep stage W
992e465,1990-07-15 10:42:30,Sleep stage W
992e465,1990-07-15 10:43:00,Sleep stage W
992e465,1990-07-15 10:43:30,Sleep stage W
992e465,1990-07-15 10:44:00,Sleep stage W
992e465,1990-07-15 10:44:30,Sleep stage W
992e465,1990-07-15 10:45:00,Sleep stage W
992e465,1990-07-15 10:45:30,Sleep stage W
992e465,1990-07-15 10:46:00,Sleep stage W
992e465,1990-07-15 10:46:30,Sleep stage W
992e465,1990-07-15 10:47:00,Sleep stage W
992e465,1990-07-15 10:47:30,Sleep stage W
992e465,1990-07-15 10:48:00,Sleep stage W
992e465,1990-07-15 10:48:30,Sleep stage W
992e465,1990-07-15 10:49:00,Sleep stage W
992e465,1990-07-15 10:49:30,Sleep stage W
992e465,1990-07-15 10:50:00,Sleep stage W
992e465,1990-07-15 10:50:30,Sleep stage W
992e465,1990-07-15 10:51:00,Sleep stage W
992e465,1990-07-15 10:51:30,Sleep stage W
992e465,1990-07-15 10:52:00,Sleep stage W
992e465,1990-07-15 10:52:30,Sleep stage W
992e465,1990-07-15 10:53:00,Sleep stage W
992e465,1990-07-15 10:53:30,Sleep stage W
992e465,1990-07-15 10:54:00,Sleep stage W
992e465,1990-07-15 10:54:30,Sleep stage W
992e465,1990-07-15 10:55:00,Sleep stage W
992e465,1990-07-15 10:55:30,Sleep stage W
992e465,1990-07-15 10:56:00,Sleep stage W
992e465,1990-07-15 10:56:30,Sleep stage W
992e465,1990-07-15 10:57:00,Sleep stage W
992e465,1990-07-15 10:57:30,Sleep stage W
992e465,1990-07-15 10:58:00,Sleep stage W
992e465,1990-07-15 10:58:30,Sleep stage W
992e465,1990-07-15 10:59:00,Sleep stage W
992e465,1990-07-15 10:59:30,Sleep stage W
992e465,1990-07-15 11:00:00,Sleep stage W
992e465,1990-07-15 11:00:30,Sleep stage W
992e465,1990-07-15 11:01:00,Sleep stage W
992e465,1990-07-15 11:01:30,Sleep stage W
992e465,1990-07-15 11:02:00,Sleep stage W
992e465,1990-07-15 11:02:30,Sleep stage W
992e465,1990-07-15 11:03:00,Sleep stage W
992e465,1990-07-15 11:03:30,Sleep stage W
992e465,1990-07-15 11:04:00,Sleep stage W
992e465,1990-07-15 11:04:30,Sleep stage W
992e465,1990-07-15 11:05:00,Sleep stage W
992e465,1990-07-15 11:05:30,Sleep stage W
992e465,1990-07-15 11:06:00,Sleep stage W
992e465,1990-07-15 11:06:30,Sleep stage W
992e465,1990-07-15 11:07:00,Sleep stage W
992e465,1990-07-15 11:07:30,Sleep stage W
992e465,1990-07-15 11:08:00,Sleep stage W
992e465,1990-07-15 11:08:30,Sleep stage W
992e465,1990-07-15 11:09:00,Sleep stage W
992e465,1990-07-15 11:09:30,Sleep stage W
992e465,1990-07-15 11:10:00,Sleep stage W
992e465,1990-07-15 11:10:30,Sleep stage W
992e465,1990-07-15 11:11:00,Sleep stage W
992e465,1990-07-15 11:11:30,Sleep stage W
992e465,1990-07-15 11:12:00,Sleep stage W
992e465,1990-07-15 11:12:30,Sleep stage W
992e465,1990-07-15 11:13:00,Sleep stage W
992e465,1990-07-15 11:13:30,Sleep stage W
992e465,1990-07-15 11:14:00,Sleep stage W
992e465,1990-07-15 11:14:30,Sleep stage W
992e465,1990-07-15 11:15:00,Sleep stage W
992e465,1990-07-15 11:15:30,Sleep stage W
992e465,1990-07-15 11:16:00,Sleep stage W
992e465,1990-07-15 11:16:30,Sleep stage W
992e465,1990-07-15 11:17:00,Sleep stage W
992e465,1990-07-15 11:17:30,Sleep stage W
992e465,1990-07-15 11:18:00,Sleep stage W
992e465,1990-07-15 11:18:30,Sleep stage W
992e465,1990-07-15 11:19:00,Sleep stage W
992e465,1990-07-15 11:19:30,Sleep stage W
992e465,1990-07-15 11:20:00,Sleep stage W
992e465,1990-07-15 11:20:30,Sleep stage W
992e465,1990-07-15 11:21:00,Sleep stage W
992e465,1990-07-15 11:21:30,Sleep stage W
992e465,1990-07-15 11:22:00,Sleep stage W
992e465,1990-07-15 11:22:30,Sleep stage W
992e465,1990-07-15 11:23:00,Sleep stage W
992e465,1990-07-15 11:23:30,Sleep stage W
992e465,1990-07-15 11:24:00,Sleep stage W
992e465,1990-07-15 11:24:30,Sleep stage W
992e465,1990-07-15 11:25:00,Sleep stage W
992e465,1990-07-15 11:25:30,Sleep stage W
992e465,1990-07-15 11:26:00,Sleep stage W
992e465,1990-07-15 11:26:30,Sleep stage W
992e465,1990-07-15 11:27:00,Sleep stage W
992e465,1990-07-15 11:27:30,Sleep stage W
992e465,1990-07-15 11:28:00,Sleep stage W
992e465,1990-07-15 11:28:30,Sleep stage W
992e465,1990-07-15 11:29:00,Sleep stage W
992e465,1990-07-15 11:29:30,Sleep stage W
992e465,1990-07-15 11:30:00,Sleep stage W
992e465,1990-07-15 11:30:30,Sleep stage W
992e465,1990-07-15 11:31:00,Sleep stage W
992e465,1990-07-15 11:31:30,Sleep stage W
992e465,1990-07-15 11:32:00,Sleep stage W
992e465,1990-07-15 11:32:30,Sleep stage W
992e465,1990-07-15 11:33:00,Sleep stage W
992e465,1990-07-15 11:33:30,Sleep stage W
992e465,1990-07-15 11:34:00,Sleep stage W
992e465,1990-07-15 11:34:30,Sleep stage W
992e465,1990-07-15 11:35:00,Sleep stage W
992e465,1990-07-15 11:35:30,Sleep stage W
992e465,1990-07-15 11:36:00,Sleep stage W
992e465,1990-07-15 11:36:30,Sleep stage W
992e465,1990-07-15 11:37:00,Sleep stage W
992e465,1990-07-15 11:37:30,Sleep stage W
992e465,1990-07-15 11:38:00,Sleep stage W
992e465,1990-07-15 11:38:30,Sleep stage W
992e465,1990-07-15 11:39:00,Sleep stage W
992e465,1990-07-15 11:39:30,Sleep stage W
992e465,1990-07-15 11:40:00,Sleep stage W
992e465,1990-07-15 11:40:30,Sleep stage W
992e465,1990-07-15 11:41:00,Sleep stage W
992e465,1990-07-15 11:41:30,Sleep stage W
992e465,1990-07-15 11:42:00,Sleep stage W
992e465,1990-07-15 11:42:30,Sleep stage W
992e465,1990-07-15 11:43:00,Sleep stage W
992e465,1990-07-15 11:43:30,Sleep stage W
992e465,1990-07-15 11:44:00,Sleep stage W
992e465,1990-07-15 11:44:30,Sleep stage W
992e465,1990-07-15 11:45:00,Sleep stage W
992e465,1990-07-15 11:45:30,Sleep stage W
992e465,1990-07-15 11:46:00,Sleep stage W
992e465,1990-07-15 11:46:30,Sleep stage W
992e465,1990-07-15 11:47:00,Sleep stage W
992e465,1990-07-15 11:47:30,Sleep stage W
992e465,1990-07-15 11:48:00,Sleep stage W
992e465,1990-07-15 11:48:30,Sleep stage W
992e465,1990-07-15 11:49:00,Sleep stage W
992e465,1990-07-15 11:49:30,Sleep stage W
992e465,1990-07-15 11:50:00,Sleep stage W
992e465,1990-07-15 11:50:30,Sleep stage W
992e465,1990-07-15 11:51:00,Sleep stage W
992e465,1990-07-15 11:51:30,Sleep stage W
992e465,1990-07-15 11:52:00,Sleep stage W
992e465,1990-07-15 11:52:30,Sleep stage W
992e465,1990-07-15 11:53:00,Sleep stage W
992e465,1990-07-15 11:53:30,Sleep stage W
992e465,1990-07-15 11:54:00,Sleep stage W
992e465,1990-07-15 11:54:30,Sleep stage W
992e465,1990-07-15 11:55:00,Sleep stage W
992e465,1990-07-15 11:55:30,Sleep stage W
992e465,1990-07-15 11:56:00,Sleep stage W
992e465,1990-07-15 11:56:30,Sleep stage W
992e465,1990-07-15 11:57:00,Sleep stage W
992e465,1990-07-15 11:57:30,Sleep stage W
992e465,1990-07-15 11:58:00,Sleep stage W
992e465,1990-07-15 11:58:30,Sleep stage W
992e465,1990-07-15 11:59:00,Sleep stage W
992e465,1990-07-15 11:59:30,Sleep stage W
992e465,1990-07-15 12:00:00,Sleep stage W
992e465,1990-07-15 12:00:30,Sleep stage W
992e465,1990-07-15 12:01:00,Sleep stage W
992e465,1990-07-15 12:01:30,Sleep stage W
992e465,1990-07-15 12:02:00,Sleep stage W
992e465,1990-07-15 12:02:30,Sleep stage W
992e465,1990-07-15 12:03:00,Sleep stage W
992e465,1990-07-15 12:03:30,Sleep stage W
992e465,1990-07-15 12:04:00,Sleep stage W
992e465,1990-07-15 12:04:30,Sleep stage W
992e465,1990-07-15 12:05:00,Sleep stage W
992e465,1990-07-15 12:05:30,Sleep stage W
992e465,1990-07-15 12:06:00,Sleep stage W
992e465,1990-07-15 12:06:30,Sleep stage W
992e465,1990-07-15 12:07:00,Sleep stage W
992e465,1990-07-15 12:07:30,Sleep stage W
992e465,1990-07-15 12:08:00,Sleep stage W
992e465,1990-07-15 12:08:30,Sleep stage W
992e465,1990-07-15 12:09:00,Sleep stage W
992e465,1990-07-15 12:09:30,Sleep stage W
992e465,1990-07-15 12:10:00,Sleep stage W
992e465,1990-07-15 12:10:30,Sleep stage W
992e465,1990-07-15 12:11:00,Sleep stage W
992e465,1990-07-15 12:11:30,Sleep stage W
992e465,1990-07-15 12:12:00,Sleep stage W
992e465,1990-07-15 12:12:30,Sleep stage W
992e465,1990-07-15 12:13:00,Sleep stage W
992e465,1990-07-15 12:13:30,Sleep stage W
992e465,1990-07-15 12:14:00,Sleep stage W
992e465,1990-07-15 12:14:30,Sleep stage W
992e465,1990-07-15 12:15:00,Sleep stage W
992e465,1990-07-15 12:15:30,Sleep stage W
992e465,1990-07-15 12:16:00,Sleep stage W
992e465,1990-07-15 12:16:30,Sleep stage W
992e465,1990-07-15 12:17:00,Sleep stage W
992e465,1990-07-15 12:17:30,Sleep stage W
992e465,1990-07-15 12:18:00,Sleep stage W
992e465,1990-07-15 12:18:30,Sleep stage W
992e465,1990-07-15 12:19:00,Sleep stage W
992e465,1990-07-15 12:19:30,Sleep stage W
992e465,1990-07-15 12:20:00,Sleep stage W
992e465,1990-07-15 12:20:30,Sleep stage W
992e465,1990-07-15 12:21:00,Sleep stage W
992e465,1990-07-15 12:21:30,Sleep stage W
992e465,1990-07-15 12:22:00,Sleep stage W
992e465,1990-07-15 12:22:30,Sleep stage W
992e465,1990-07-15 12:23:00,Sleep stage W
992e465,1990-07-15 12:23:30,Sleep stage W
992e465,1990-07-15 12:24:00,Sleep stage W
992e465,1990-07-15 12:24:30,Sleep stage W
992e465,1990-07-15 12:25:00,Sleep stage W
992e465,1990-07-15 12:25:30,Sleep stage W
992e465,1990-07-15 12:26:00,Sleep stage W
992e465,1990-07-15 12:26:30,Sleep stage W
992e465,1990-07-15 12:27:00,Sleep stage W
992e465,1990-07-15 12:27:30,Sleep stage W
992e465,1990-07-15 12:28:00,Sleep stage W
992e465,1990-07-15 12:28:30,Sleep stage W
992e465,1990-07-15 12:29:00,Sleep stage W
992e465,1990-07-15 12:29:30,Sleep stage W
992e465,1990-07-15 12:30:00,Sleep stage W
992e465,1990-07-15 12:30:30,Sleep stage W
992e465,1990-07-15 12:31:00,Sleep stage W
992e465,1990-07-15 12:31:30,Sleep stage W
992e465,1990-07-15 12:32:00,Sleep stage W
992e465,1990-07-15 12:32:30,Sleep stage W
992e465,1990-07-15 12:33:00,Sleep stage W
992e465,1990-07-15 12:33:30,Sleep stage W
992e465,1990-07-15 12:34:00,Sleep stage W
992e465,1990-07-15 12:34:30,Sleep stage W
992e465,1990-07-15 12:35:00,Sleep stage W
992e465,1990-07-15 12:35:30,Sleep stage W
992e465,1990-07-15 12:36:00,Sleep stage W
992e465,1990-07-15 12:36:30,Sleep stage W
992e465,1990-07-15 12:37:00,Sleep stage W
992e465,1990-07-15 12:37:30,Sleep stage W
992e465,1990-07-15 12:38:00,Sleep stage W
992e465,1990-07-15 12:38:30,Sleep stage W
992e465,1990-07-15 12:39:00,Sleep stage W
992e465,1990-07-15 12:39:30,Sleep stage W
992e465,1990-07-15 12:40:00,Sleep stage W
992e465,1990-07-15 12:40:30,Sleep stage W
992e465,1990-07-15 12:41:00,Sleep stage W
992e465,1990-07-15 12:41:30,Sleep stage W
992e465,1990-07-15 12:42:00,Sleep stage W
992e465,1990-07-15 12:42:30,Sleep stage W
992e465,1990-07-15 12:43:00,Sleep stage W
992e465,1990-07-15 12:43:30,Sleep stage W
992e465,1990-07-15 12:44:00,Sleep stage W
992e465,1990-07-15 12:44:30,Sleep stage W
992e465,1990-07-15 12:45:00,Sleep stage W
992e465,1990-07-15 12:45:30,Sleep stage W
992e465,1990-07-15 12:46:00,Sleep stage W
992e465,1990-07-15 12:46:30,Sleep stage W
992e465,1990-07-15 12:47:00,Sleep stage W
992e465,1990-07-15 12:47:30,Sleep stage W
992e465,1990-07-15 12:48:00,Sleep stage W
992e465,1990-07-15 12:48:30,Sleep stage W
992e465,1990-07-15 12:49:00,Sleep stage W
992e465,1990-07-15 12:49:30,Sleep stage W
992e465,1990-07-15 12:50:00,Sleep stage W
992e465,1990-07-15 12:50:30,Sleep stage W
992e465,1990-07-15 12:51:00,Sleep stage W
992e465,1990-07-15 12:51:30,Sleep stage W
992e465,1990-07-15 12:52:00,Sleep stage W
992e465,1990-07-15 12:52:30,Sleep stage W
992e465,1990-07-15 12:53:00,Sleep stage W
992e465,1990-07-15 12:53:30,Sleep stage W
992e465,1990-07-15 12:54:00,Sleep stage W
992e465,1990-07-15 12:54:30,Sleep stage W
992e465,1990-07-15 12:55:00,Sleep stage W
992e465,1990-07-15 12:55:30,Sleep stage W
992e465,1990-07-15 12:56:00,Sleep stage W
992e465,1990-07-15 12:56:30,Sleep stage W
992e465,1990-07-15 12:57:00,Sleep stage W
992e465,1990-07-15 12:57:30,Sleep stage W
992e465,1990-07-15 12:58:00,Sleep stage W
992e465,1990-07-15 12:58:30,Sleep stage W
992e465,1990-07-15 12:59:00,Sleep stage W
992e465,1990-07-15 12:59:30,Sleep stage W
992e465,1990-07-15 13:00:00,Sleep stage W
992e465,1990-07-15 13:00:30,Sleep stage W
992e465,1990-07-15 13:01:00,Sleep stage W
